id,y
38098114,0
36805548,1
37742129,0
37742142,0
36520573,0
37822030,1
37661949,1
37751772,0
37791982,0
10089665,0
37661932,0
37702003,0
37661936,0
37841931,1
37720651,0
37831974,0
36400279,0
37691945,0
37601999,0
37681444,0
37831861,0
37751999,0
37671924,1
37691975,0
37661855,0
37641959,1
37841820,0
37761254,0
37761067,0
37761825,0
37651796,1
37631862,0
37751902,0
37781998,1
37641820,0
37771373,0
37761813,1
37611926,1
37761762,1
37611953,0
37681800,1
37741749,0
37791772,1
37611956,1
37631791,0
37631833,0
37741729,0
37641760,0
37721827,1
37741751,0
36421136,0
37631787,0
37611805,0
33341779,0
37801349,1
37791691,1
37821702,0
37831666,0
37811463,0
37711705,0
37681700,1
37711739,0
37771728,0
37711575,0
11335677,0
37811578,0
37621715,1
37841687,0
37821701,0
37690495,0
37661596,1
37691114,0
37631470,0
37217579,0
37831402,0
37177831,0
36802944,0
37711640,0
37721682,0
37127479,1
37651617,0
37681573,1
37127806,0
37751705,0
37741569,0
37601651,0
37751666,0
36201550,0
37761091,0
37611667,0
37661489,0
36743141,0
37811432,1
37631545,0
37761536,0
37681551,0
37611643,0
37821530,0
37147785,0
37700204,0
37841472,0
37800296,0
37611270,0
37741487,0
37811568,0
37621531,0
37841426,0
37107234,0
37740668,0
37601591,0
37621233,0
37631502,0
37831477,0
37841428,0
37751581,1
37721518,0
37711464,0
37721502,0
37821450,0
37720929,1
37801531,0
37661445,0
37611376,0
37801300,0
36801518,0
37771406,0
37711459,0
37641419,1
37811487,0
37620902,0
37671430,1
36797598,0
37651351,0
37691484,0
37601500,0
37751449,0
37631386,0
37831333,0
37751452,0
37841350,1
37811403,0
37601467,0
37601389,0
37631387,0
37601493,0
37800951,1
37701404,1
37801469,0
37641358,0
37287167,0
37651327,0
37681309,0
37701328,0
37741369,0
37327544,0
37771331,0
37741341,0
37821318,0
37741326,0
37711342,0
37721383,0
37831326,0
37811405,1
37771322,0
37841313,0
37711350,0
37631346,0
12506721,0
37601403,0
37761340,0
37701307,0
37821310,0
37681171,0
37841276,0
37731273,0
37751110,0
37840891,0
37671306,0
36803039,0
37770329,1
37731205,0
37791215,1
37327754,1
37077467,0
37317200,0
37137918,0
37780889,0
37711286,0
37731161,1
37701186,1
37721217,0
37741222,0
37771192,0
37681179,0
37681186,1
36802943,0
37770981,0
36510138,0
37329725,0
37701203,0
37801223,0
37187395,0
37611257,0
37800598,0
37611261,0
37841183,0
37701153,0
37761216,0
37157971,0
36250156,1
37811192,0
37761172,0
37801204,0
37691219,0
35958990,0
37751141,1
37067566,0
37700253,0
36301887,1
37011191,0
36803015,0
35136649,0
37690638,0
37157569,1
37691223,0
37781214,0
37681092,0
36802933,0
37771085,0
37820744,0
37771111,0
37741144,0
37661140,0
36802884,0
37751156,0
37751148,0
37731119,0
37621134,1
37831043,0
37621122,1
37611111,0
37760594,0
37821124,1
37830824,0
37831032,0
37701052,0
37800149,0
36039221,0
36801858,1
36802429,0
37661106,0
37811086,0
37700756,0
35998955,0
37670146,0
37701074,0
37601163,0
37821079,0
35883614,0
37661104,0
37227681,1
37621070,0
35126471,0
37611115,0
37631096,1
37601144,1
37257267,0
37811012,0
37650527,0
35693514,0
37670988,0
37811016,1
37661000,1
37650942,0
37611067,1
37821015,0
21159716,0
37810997,0
37661014,0
36159765,0
37721029,0
37601073,0
37710577,0
37781093,0
37721033,1
37670991,0
37800985,0
37691091,0
37610982,0
37760979,0
37671042,0
37800700,1
37680896,0
37820816,0
37790573,0
37620937,0
37680931,0
37840893,0
37680880,0
37097644,0
37670899,0
37830853,1
37329507,0
35949614,0
37840885,0
37600942,0
37601014,0
37800965,0
37700881,0
37740916,0
37670900,1
37680934,0
37780997,0
37680946,0
37670886,0
37750792,0
37710875,0
37780857,0
37630855,0
37650804,0
37690893,1
37790832,0
37740878,0
37640638,0
37690853,0
37810871,0
37790836,0
37780759,0
37650827,0
37770816,0
37780325,0
37680868,0
37760884,0
37830719,0
37610805,0
37327151,0
36240403,0
37720894,0
37810877,0
37127611,0
16782165,0
37840809,0
37690829,0
37780903,0
37720827,1
37660851,1
37670844,0
37640832,0
37800869,1
37790813,0
37690850,1
37680789,0
37630839,0
37740849,0
37790785,0
37760904,0
37167172,0
37740760,0
37730737,0
37680780,0
37770769,0
37750749,0
37630779,0
37610814,1
37740775,1
37107954,0
37600823,1
37820766,0
37690760,0
36960127,0
37670741,0
37660744,1
37710575,0
37750769,0
37740800,0
37780755,1
36331320,0
37670721,1
37720770,0
37620529,0
37610694,0
37610736,0
37287821,0
35753617,0
37700667,0
37247356,0
37820679,0
37630694,0
37840638,0
37710674,0
37640709,0
37217969,1
37820736,0
37630733,0
36500466,0
37670679,1
36028602,0
37660680,0
37650541,0
37780647,0
37640680,1
37750657,0
36281574,0
37810691,0
37820693,0
37780548,1
37730581,0
37067643,0
36038714,0
36138610,0
37720632,1
37760634,0
37690660,0
37810508,0
37730570,0
36671120,1
37710643,1
36089220,0
37147747,0
37830556,0
37680413,0
37750602,0
37750611,0
37267490,0
37700606,1
37820639,0
37670502,0
36271753,0
35958542,0
37600665,0
37750215,0
37780543,1
37158018,0
34964234,0
37760608,0
37770528,1
37630597,0
37630570,0
37740549,0
37730501,0
37700545,0
37700522,0
37610559,0
36850315,0
37690553,0
37780552,0
37740560,1
37600668,0
36129113,0
37810629,1
35794070,0
37790545,0
37770501,0
37750577,0
37600653,1
36158797,0
37630533,0
37620523,0
37700172,1
37700530,1
36260773,0
37670582,0
37820592,1
37740566,0
37750557,0
37710526,1
37620501,0
37650454,0
37800502,0
37750492,0
37670485,1
37760488,0
37620465,0
37640500,0
37780496,1
37187745,1
36783360,0
37760502,0
35979513,0
37217837,0
37620472,1
37740272,0
37820527,1
36211593,0
37680430,0
37740484,0
37650446,0
37680410,0
37830345,0
37760228,0
37680332,1
37840384,0
37760461,0
37740306,1
37790392,1
37840435,0
37840391,0
37067238,0
37780358,0
37600454,0
37760444,0
37650376,1
37800392,0
36421409,0
37700436,0
37840363,0
37680308,0
37740120,0
37830387,0
37660223,0
37750407,0
37610447,0
37800411,0
37690437,0
37600471,0
37810424,0
37670325,0
37630339,0
37750340,0
36351529,0
37117590,0
37067962,0
36300666,0
37790345,1
37750346,0
37610344,0
37810367,0
37740294,1
37630352,0
37710366,0
37800359,0
37810278,0
36178116,0
37600420,0
37720392,0
37780336,0
8845947,0
34893787,0
37760342,1
37790277,1
37760321,0
37640271,1
37810348,0
37780243,1
37770214,0
37630243,0
37820269,0
36430176,0
37650245,0
37760326,0
37660281,0
37600303,0
37147210,0
37600268,0
37620282,0
37810330,0
37247386,0
37760298,0
37720357,1
37760236,0
37770240,1
37710272,0
37537148,0
35256661,0
37620226,1
37630216,1
37840259,0
37650275,0
37690197,0
37157182,0
37760244,0
37640267,0
37650281,0
37840292,0
37610269,0
37750182,1
37700222,0
37630225,0
36561446,0
37840278,0
36128352,0
37437166,0
37750248,1
37750308,0
37247299,0
37730292,0
37137320,0
37710266,0
37820183,0
35783428,0
37297828,0
37820176,0
37710168,0
35969293,0
37720204,0
37650143,0
37660169,0
37730172,1
37630184,0
37780152,0
37750166,0
34964007,1
37600157,0
37820167,0
37750183,1
36371198,0
37750146,0
37278027,1
36178662,0
37680188,0
34954595,0
37830213,0
37810235,0
37587147,1
37298034,0
37620161,0
35176218,1
37650116,0
35186424,0
37377143,0
37567145,0
37507159,0
37267872,0
37690127,0
37267873,0
37168054,0
37790141,0
37587125,0
27661586,0
37700132,0
37527124,0
37168052,0
37097735,0
37840112,0
37760122,0
36039426,1
37147834,0
37117940,0
37740146,1
36029361,0
37437134,0
37610137,1
37447144,0
37800116,0
36098268,0
37670125,0
37620153,0
37507144,0
37447118,0
37840117,0
37770115,0
37477132,0
37307958,0
37138003,0
37147989,0
37098036,0
37168022,0
37257964,0
37307931,0
36990268,0
37197994,1
37097632,0
37347118,0
37177942,1
37257977,0
37277995,0
37207873,0
37278006,0
37168027,1
37317602,0
36138344,0
37577113,1
37467119,0
36221469,0
37148016,1
37168028,0
37087967,0
37147998,0
37257963,0
37158126,0
36773405,0
37547114,0
37307903,0
37117934,0
37197785,0
37227905,1
37287993,0
37107240,0
37097960,0
37277935,0
37237891,0
37307875,0
37227215,0
37237882,0
37317223,0
37237822,0
37177837,0
36723366,0
37217686,0
37267890,0
36621442,0
35064833,0
37097937,0
37257869,0
37267867,0
37197950,1
37247958,0
37267925,0
37267877,0
37117931,0
36241607,0
37217862,0
37097904,0
36460743,0
37297888,0
37307438,0
37217869,1
37077845,0
37317895,1
36350529,0
36089741,0
37227292,0
37297847,0
37267689,0
37167906,1
37207766,0
37137890,0
37267750,0
37327364,1
37317329,0
37077871,0
37127795,0
36701400,1
36301678,0
36089564,1
37317800,0
37317828,0
36039529,0
37277800,0
37247823,0
37127716,0
37207724,0
37207707,0
37157842,0
37087748,0
37237762,1
37117361,0
37137837,1
37247820,0
37117825,0
37277807,1
37247803,0
36068218,0
35893160,0
37227772,0
36800495,0
37237736,0
37207677,0
37097785,1
36799831,0
37127676,0
37087691,0
37227755,0
37297731,1
36251128,1
37147749,0
37287791,0
37217725,0
37227478,0
37247525,0
37277765,0
37257764,0
36108758,1
37237698,1
37237701,0
36231355,0
37297729,0
37097779,0
37297682,0
36231699,0
37317710,0
37217675,0
35307699,0
37077689,0
36361794,0
37167674,0
36441787,0
37177601,1
37267632,0
37087656,0
37087644,0
37277722,1
37137769,0
37277566,0
37077682,0
37127123,0
37227728,1
37217664,0
36128765,0
35024865,0
37227687,0
36561394,0
37157715,0
37267591,0
36098306,1
37127624,0
37317665,1
37127610,1
37117701,1
37157693,0
37157672,0
37267543,0
37287599,1
37177546,0
37247574,1
37157519,0
36753251,0
37227622,0
37107649,1
36370471,1
37097694,0
37287638,0
37157649,0
34723228,0
37127543,0
37157597,0
37097620,0
37147565,0
37227574,0
37297574,0
36890146,1
37187551,0
37187592,0
37307511,0
37097596,1
37127507,0
36798872,0
37077567,0
37317580,0
37077587,0
37127488,1
37187437,0
37127524,0
37317537,0
37227510,0
36631419,0
36048503,0
37197528,0
37197551,0
37097530,0
36621198,0
37147516,1
36830333,0
37307533,1
36551369,0
36441916,0
37087453,0
37237456,1
37117568,0
37247479,1
36900326,0
37257508,1
37247504,1
37217529,1
37087464,1
37227560,0
37157581,0
37087492,0
37137567,0
37277502,0
36089290,1
36990151,0
37087427,0
37137562,1
37297462,1
36230562,0
37307454,0
37087430,0
37137515,1
36351473,1
37087403,1
37207424,0
37137526,0
37031364,1
