id,y
37842129,0
37822187,0
37854444,0
37642222,0
37701596,1
37742129,0
37822018,0
37751772,0
37791995,1
37831998,0
37721473,0
36400279,0
37621910,0
37601999,0
37841841,1
37671926,0
37711908,0
37761915,0
37691982,0
37661861,0
37661855,0
37761908,0
37681953,0
37701472,0
37731824,0
37751916,0
37841820,0
37407156,0
37831843,0
37691888,1
37661840,0
37651796,1
37731712,1
37641820,0
37781827,0
37720167,0
37611902,0
37611953,0
37741749,0
37691828,1
37731794,0
37721827,1
37821792,0
37741543,0
37741751,0
37711792,0
36421136,0
37821666,0
37781367,0
37781802,0
37661655,0
37771756,0
37811787,0
31396726,0
37711705,0
37761717,0
37681700,1
37771735,0
37610762,0
37611597,0
37681714,0
37621715,1
37761751,1
37741195,0
37711652,0
37661596,1
37781726,0
37731642,0
37621640,0
37077809,0
37601725,0
37801656,0
37641457,0
37841570,1
37731637,1
37721682,0
37601716,0
37077276,0
37711641,0
37671674,1
37841552,0
37631643,0
37761508,0
37681641,0
36059066,1
37751705,0
36280834,0
37701058,0
37661538,0
37661515,0
37761536,0
37611643,0
36801601,0
37661431,0
37761554,1
37841457,0
37631536,0
37601584,0
37741487,0
37611567,0
37811568,0
37641514,1
37107234,0
37821463,0
37821474,0
37671503,0
37841429,0
37761295,0
37621513,0
37720929,1
37761468,0
37611376,0
36281033,0
36019516,0
37771432,1
37621463,0
16402028,0
37751532,0
37641398,0
37691476,1
37771414,0
37801484,0
37651373,1
37800346,0
37831333,0
37771369,0
37711377,0
37741410,0
37601389,0
37631387,0
37761406,0
37671407,0
37800951,1
37701404,1
37801469,0
37287167,0
37651312,0
37681309,0
35763229,0
37690814,0
37741326,0
37681342,0
37631325,0
37611397,0
37731243,0
37671298,0
37077921,0
37691384,0
37841314,0
37831326,0
37307321,0
37661355,0
37711350,0
35854056,0
37831296,0
37631346,0
37791282,0
37601403,0
37611356,0
36803039,0
37770329,1
37690587,0
37701230,0
37691316,0
37781315,0
37317200,0
37137918,0
37780889,0
37691088,0
37651203,0
36723433,0
37641108,0
37791101,0
37731161,1
37087509,0
37721217,0
37741222,0
37831162,0
19065801,0
37631183,0
36321134,0
37801276,0
36691377,0
37721238,0
37681155,0
37641175,0
37800944,0
37329725,0
37721181,0
37631165,0
37801193,0
37147404,0
37811215,0
37611261,0
37671023,0
37771170,0
37761216,0
37681100,0
37157971,0
37811192,0
37821032,0
37660918,0
37630920,0
37741158,0
37701110,0
37681145,0
37661126,0
37751141,1
37640792,0
37801154,0
37067566,0
36301887,1
37011191,0
37087953,0
37067339,0
37247641,0
36802266,0
37690638,0
37731099,0
37691223,0
